en,de_teacher
The the squad won the championship after a massive victory.,Nach einem gewaltigen Sieg gewann die Mannschaft die Meisterschaft.
I need to resulted in the summary before the end of day.,Ich muss die Zusammenfassung vor dem Ende des Tages fertigstellen.
The unexpected change led to the problems.,Die unerwartete Änderung führte zu den Problemen.
The unexpected storm led to the delay.,Der unerwartete Sturm führte zur Verzögerung.
This gadget costs 91 euros.,Dieses Gadget kostet 91 Euro.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
Scientists have discovered a massive change in the mountains.,Wissenschaftler haben eine massive Veränderung in den Bergen entdeckt.
The the team won the championship after a slight victory.,Nach einem knappen Sieg gewann das Team die Meisterschaft.
This gadget costs 35 euros.,Dieses Gadget kostet 35 Euro.
The bad weather forced the cancellation of 44 appointments.,Aufgrund des schlechten Wetters mussten 44 Termine abgesagt werden.
This machine costs 150 euros.,Diese Maschine kostet 150 Euro.
This machine costs 617 euros.,Diese Maschine kostet 617 Euro.
"According to the ministry, the ceremony will happen in soon.",Nach Angaben des Ministeriums wird die Zeremonie bald stattfinden.
The slight report led to the damage.,Der leichte Bericht führte zum Schaden.
I need to resulted in the overview before the end of day.,Ich muss die Übersicht vor dem Ende des Tages fertigstellen.
The patient was diagnosed with an infection.,Bei dem Patienten wurde eine Infektion diagnostiziert.
"According to the ministry, the ceremony will happen in tomorrow.",Nach Angaben des Ministeriums wird die Zeremonie morgen stattfinden.
The slight old house stood at the end of the the path.,Das kleine alte Haus stand am Ende des Weges.
"According to the ministry, the meeting will happen in next week.",Nach Angaben des Ministeriums wird das Treffen nächste Woche stattfinden.
This tool costs 374 euros.,Dieses Werkzeug kostet 374 Euro.
Scientists have discovered a unexpected change in the ocean.,Wissenschaftler haben eine unerwartete Veränderung im Ozean entdeckt.
The significant old house stood at the end of the the lane.,Das bedeutende alte Haus stand am Ende der Gasse.
The dramatic change caused the confusion.,Die dramatische Veränderung sorgte für Verwirrung.
Please triggered the application by Friday.,Bitte lösen Sie die Bewerbung bis Freitag aus.
Please caused the contract by Friday.,Bitte schließen Sie den Vertrag bis Freitag ab.
The bad weather forced the cancellation of 34 events.,Aufgrund des schlechten Wetters mussten 34 Veranstaltungen abgesagt werden.
The significant old house stood at the end of the the lane.,Das bedeutende alte Haus stand am Ende der Gasse.
The the storm forced the cancellation of 10 appointments.,Der Sturm erzwang die Absage von 10 Terminen.
Please led to the proposal by Friday.,Bitte reichen Sie den Vorschlag bis Freitag ein.
"According to the report, the ceremony will happen in soon.",Dem Bericht zufolge soll die Zeremonie bald stattfinden.
The patient was diagnosed with a rare disorder.,Bei dem Patienten wurde eine seltene Erkrankung diagnostiziert.
"According to experts, the vote will happen in soon.",Laut Experten wird die Abstimmung bald stattfinden.
Scientists have discovered a significant discovery in the desert.,Wissenschaftler haben in der Wüste eine bedeutende Entdeckung gemacht.
The bad weather forced the cancellation of 46 meetings.,Aufgrund des schlechten Wetters mussten 46 Sitzungen abgesagt werden.
The slight old house stood at the end of the the gravel road.,Das kleine alte Haus stand am Ende der Schotterstraße.
This device costs 254 euros.,Dieses Gerät kostet 254 Euro.
The patient was diagnosed with a rare disorder.,Bei dem Patienten wurde eine seltene Erkrankung diagnostiziert.
This tool costs 23 euros.,Dieses Tool kostet 23 Euro.
Please led to the invoice by Monday.,Bitte senden Sie uns die Rechnung bis Montag zu.
Please resulted in the contract by Monday.,Bitte schließen Sie den Vertrag bis Montag ab.
The the squad won the championship after a unexpected victory.,Nach einem unerwarteten Sieg gewann die Mannschaft die Meisterschaft.
Scientists have discovered a slight change in the ocean.,Wissenschaftler haben eine leichte Veränderung im Ozean entdeckt.
This gadget costs 623 euros.,Dieses Gadget kostet 623 Euro.
The bad weather forced the cancellation of 20 flights.,Das schlechte Wetter zwang zur Annullierung von 20 Flügen.
"According to officials, the ceremony will happen in next week.",Nach Angaben der Beamten wird die Zeremonie nächste Woche stattfinden.
The the club won the championship after a massive victory.,Der Verein gewann die Meisterschaft nach einem gewaltigen Sieg.
The the club won the championship after a dramatic victory.,Nach einem dramatischen Sieg gewann der Verein die Meisterschaft.
The slight storm triggered the delay.,Der leichte Sturm löste die Verzögerung aus.
I need to caused the analysis before the meeting.,Ich muss die Analyse vor dem Treffen veranlassen.
The the heat forced the cancellation of 6 appointments.,Aufgrund der Hitze mussten 6 Termine abgesagt werden.
Scientists have discovered a significant discovery in the forest.,Wissenschaftler haben im Wald eine bedeutende Entdeckung gemacht.
The the club won the championship after a slight victory.,Nach einem knappen Sieg gewann der Verein die Meisterschaft.
Please resulted in the proposal by the end of the week.,Bitte reichen Sie den Vorschlag bis Ende der Woche ein.
The massive storm triggered the problems.,Der gewaltige Sturm löste die Probleme aus.
The significant discovery caused the damage.,Der bedeutende Fund verursachte den Schaden.
The significant old house stood at the end of the the gravel road.,Das bedeutende alte Haus stand am Ende der Schotterstraße.
The the heat forced the cancellation of 43 appointments.,Aufgrund der Hitze mussten 43 Termine abgesagt werden.
The significant old house stood at the end of the the gravel road.,Das bedeutende alte Haus stand am Ende der Schotterstraße.
I need to triggered the overview before the meeting.,Ich muss die Übersicht vor dem Meeting auslösen.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
The patient was diagnosed with a rare disorder.,Bei dem Patienten wurde eine seltene Erkrankung diagnostiziert.
The patient was diagnosed with an infection.,Bei dem Patienten wurde eine Infektion diagnostiziert.
This device costs 446 euros.,Dieses Gerät kostet 446 Euro.
Please led to the application by Friday.,Bitte reichen Sie die Bewerbung bis Freitag ein.
Scientists have discovered a significant change in the desert.,Wissenschaftler haben eine bedeutende Veränderung in der Wüste entdeckt.
The significant old house stood at the end of the the lane.,Das bedeutende alte Haus stand am Ende der Gasse.
The significant storm triggered the confusion.,Der schwere Sturm löste die Verwirrung aus.
The the heat forced the cancellation of 50 meetings.,Die Hitze zwang zur Absage von 50 Treffen.
This device costs 400 euros.,Dieses Gerät kostet 400 Euro.
Scientists have discovered a slight report in the ocean.,Wissenschaftler haben einen kleinen Bericht im Ozean entdeckt.
"According to officials, the vote will happen in in two days.",Nach Angaben von Beamten wird die Abstimmung in zwei Tagen stattfinden.
The unexpected event led to the confusion.,Das unerwartete Ereignis sorgte für Verwirrung.
Scientists have discovered a slight change in the forest.,Wissenschaftler haben eine leichte Veränderung im Wald entdeckt.
The the squad won the championship after a slight victory.,Nach einem knappen Sieg gewann die Mannschaft die Meisterschaft.
Scientists have discovered a unexpected report in the forest.,Wissenschaftler haben im Wald einen unerwarteten Bericht entdeckt.
This gadget costs 49 euros.,Dieses Gadget kostet 49 Euro.
Please caused the contract by Monday.,Bitte schließen Sie den Vertrag bis Montag ab.
Please caused the contract by the end of the week.,Bitte schließen Sie den Vertrag bis zum Ende der Woche ab.
I need to triggered the analysis before the end of day.,Ich muss die Analyse vor Tagesende auslösen.
The the storm forced the cancellation of 33 flights.,Der Sturm erzwang die Annullierung von 33 Flügen.
Please caused the invoice by Monday.,Bitte senden Sie die Rechnung bis Montag.
This machine costs 488 euros.,Diese Maschine kostet 488 Euro.
This tool costs 754 euros.,Dieses Werkzeug kostet 754 Euro.
I need to led to the summary before the meeting.,Ich muss vor dem Treffen zur Zusammenfassung geführt werden.
Scientists have discovered a massive change in the forest.,Wissenschaftler haben eine massive Veränderung im Wald entdeckt.
Please caused the proposal by Friday.,Bitte reichen Sie den Vorschlag bis Freitag ein.
The the team won the championship after a slight victory.,Nach einem knappen Sieg gewann das Team die Meisterschaft.
"According to the ministry, the vote will happen in tomorrow.",Nach Angaben des Ministeriums wird die Abstimmung morgen stattfinden.
The patient was diagnosed with a rare disorder.,Bei dem Patienten wurde eine seltene Erkrankung diagnostiziert.
The bad weather forced the cancellation of 35 events.,Aufgrund des schlechten Wetters mussten 35 Veranstaltungen abgesagt werden.
The massive old house stood at the end of the the lane.,Das massive alte Haus stand am Ende der Gasse.
"According to officials, the meeting will happen in in two days.",Nach Angaben von Beamten wird das Treffen in zwei Tagen stattfinden.
The patient was diagnosed with a rare disorder.,Bei dem Patienten wurde eine seltene Erkrankung diagnostiziert.
The massive old house stood at the end of the the path.,Das massive alte Haus stand am Ende des Weges.
Scientists have discovered a significant event in the ocean.,Wissenschaftler haben ein bedeutendes Ereignis im Ozean entdeckt.
Scientists have discovered a dramatic event in the ocean.,Wissenschaftler haben ein dramatisches Ereignis im Ozean entdeckt.
The slight old house stood at the end of the the path.,Das kleine alte Haus stand am Ende des Weges.
The slight event triggered the delay.,Das kleine Ereignis löste die Verzögerung aus.
The bad weather forced the cancellation of 43 appointments.,Aufgrund des schlechten Wetters mussten 43 Termine abgesagt werden.
The unexpected old house stood at the end of the the gravel road.,Das unerwartete alte Haus stand am Ende der Schotterstraße.
The massive old house stood at the end of the the path.,Das massive alte Haus stand am Ende des Weges.
Scientists have discovered a unexpected change in the forest.,Wissenschaftler haben eine unerwartete Veränderung im Wald entdeckt.
The unexpected old house stood at the end of the the street.,Das unerwartete alte Haus stand am Ende der Straße.
The the squad won the championship after a significant victory.,Nach einem bedeutenden Sieg gewann die Mannschaft die Meisterschaft.
Please resulted in the application by Monday.,Bitte reichen Sie den Antrag bis Montag ein.
